"tstat","ptype","value","n","tau","EY","B","R","H0A","H0Y","seed"
"T13","rho.adj",0.28,20,5,0.5,200,100,TRUE,TRUE,8000045
"T21","rho.sharp",0.225,20,5,0.5,200,100,TRUE,TRUE,8000045
"T21","rho.oracle",0.155,20,5,0.5,200,100,TRUE,TRUE,8000045
"T21","rho.plug",0.25,20,5,0.5,200,100,TRUE,TRUE,8000045
"T21","rho.adj",0.19,20,5,0.5,200,100,TRUE,TRUE,8000045
"T22","rho.sharp",0.195,20,5,0.5,200,100,TRUE,TRUE,8000045
"T22","rho.oracle",0.12,20,5,0.5,200,100,TRUE,TRUE,8000045
"T22","rho.plug",0.235,20,5,0.5,200,100,TRUE,TRUE,8000045
"T22","rho.adj",0.17,20,5,0.5,200,100,TRUE,TRUE,8000045
"T23","rho.sharp",0.265,20,5,0.5,200,100,TRUE,TRUE,8000045
"T23","rho.oracle",0.23,20,5,0.5,200,100,TRUE,TRUE,8000045
"T23","rho.plug",0.31,20,5,0.5,200,100,TRUE,TRUE,8000045
"T23","rho.adj",0.23,20,5,0.5,200,100,TRUE,TRUE,8000045
"T31","rho.sharp",0.205,20,5,0.5,200,100,TRUE,TRUE,8000045
"T31","rho.oracle",0.145,20,5,0.5,200,100,TRUE,TRUE,8000045
"T31","rho.plug",0.23,20,5,0.5,200,100,TRUE,TRUE,8000045
"T31","rho.adj",0.18,20,5,0.5,200,100,TRUE,TRUE,8000045
"T32","rho.sharp",0.185,20,5,0.5,200,100,TRUE,TRUE,8000045
"T32","rho.oracle",0.125,20,5,0.5,200,100,TRUE,TRUE,8000045
"T32","rho.plug",0.23,20,5,0.5,200,100,TRUE,TRUE,8000045
"T32","rho.adj",0.19,20,5,0.5,200,100,TRUE,TRUE,8000045
"T33","rho.sharp",0.28,20,5,0.5,200,100,TRUE,TRUE,8000045
"T33","rho.oracle",0.225,20,5,0.5,200,100,TRUE,TRUE,8000045
"T33","rho.plug",0.315,20,5,0.5,200,100,TRUE,TRUE,8000045
"T33","rho.adj",0.25,20,5,0.5,200,100,TRUE,TRUE,8000045
"T41","rho.sharp",0.205,20,5,0.5,200,100,TRUE,TRUE,8000045
"T41","rho.oracle",0.145,20,5,0.5,200,100,TRUE,TRUE,8000045
"T41","rho.plug",0.23,20,5,0.5,200,100,TRUE,TRUE,8000045
"T41","rho.adj",0.18,20,5,0.5,200,100,TRUE,TRUE,8000045
"T42","rho.sharp",0.185,20,5,0.5,200,100,TRUE,TRUE,8000045
"T42","rho.oracle",0.125,20,5,0.5,200,100,TRUE,TRUE,8000045
"T42","rho.plug",0.23,20,5,0.5,200,100,TRUE,TRUE,8000045
"T42","rho.adj",0.19,20,5,0.5,200,100,TRUE,TRUE,8000045
"T43","rho.sharp",0.28,20,5,0.5,200,100,TRUE,TRUE,8000045
"T43","rho.oracle",0.225,20,5,0.5,200,100,TRUE,TRUE,8000045
"T43","rho.plug",0.315,20,5,0.5,200,100,TRUE,TRUE,8000045
"T43","rho.adj",0.25,20,5,0.5,200,100,TRUE,TRUE,8000045
"T11","rho.sharp",0.505,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T11","rho.oracle",0.405,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T11","rho.plug",0.405,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T11","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T12","rho.sharp",0.55,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T12","rho.oracle",0.425,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T12","rho.plug",0.415,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T12","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T13","rho.sharp",0.435,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T13","rho.oracle",0.345,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T13","rho.plug",0.34,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T13","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T21","rho.sharp",0.535,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T21","rho.oracle",0.41,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T21","rho.plug",0.4,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T21","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T22","rho.sharp",0.55,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T22","rho.oracle",0.425,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T22","rho.plug",0.41,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T22","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T23","rho.sharp",0.49,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T23","rho.oracle",0.38,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T23","rho.plug",0.37,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T23","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T31","rho.sharp",0.525,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T31","rho.oracle",0.395,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T31","rho.plug",0.395,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T31","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T32","rho.sharp",0.555,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T32","rho.oracle",0.425,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T32","rho.plug",0.42,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T32","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T33","rho.sharp",0.45,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T33","rho.oracle",0.355,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T33","rho.plug",0.365,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T33","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T41","rho.sharp",0.525,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T41","rho.oracle",0.395,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T41","rho.plug",0.395,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T41","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T42","rho.sharp",0.555,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T42","rho.oracle",0.425,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T42","rho.plug",0.42,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T42","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T43","rho.sharp",0.45,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T43","rho.oracle",0.355,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T43","rho.plug",0.365,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T43","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000045
"T11","rho.sharp",0.01,20,5,0.5,200,100,FALSE,TRUE,8000045
"T11","rho.oracle",0.51,20,5,0.5,200,100,FALSE,TRUE,8000045
"T11","rho.plug",0.5,20,5,0.5,200,100,FALSE,TRUE,8000045
"T11","rho.adj",0.36,20,5,0.5,200,100,FALSE,TRUE,8000045
"T12","rho.sharp",0.005,20,5,0.5,200,100,FALSE,TRUE,8000045
"T12","rho.oracle",0.225,20,5,0.5,200,100,FALSE,TRUE,8000045
"T12","rho.plug",0.265,20,5,0.5,200,100,FALSE,TRUE,8000045
"T12","rho.adj",0.17,20,5,0.5,200,100,FALSE,TRUE,8000045
"T13","rho.sharp",0.18,20,5,0.5,200,100,FALSE,TRUE,8000045
"T13","rho.oracle",0.48,20,5,0.5,200,100,FALSE,TRUE,8000045
"T13","rho.plug",0.47,20,5,0.5,200,100,FALSE,TRUE,8000045
"T13","rho.adj",0.42,20,5,0.5,200,100,FALSE,TRUE,8000045
"T21","rho.sharp",0.095,20,5,0.5,200,100,FALSE,TRUE,8000045
"T21","rho.oracle",0.265,20,5,0.5,200,100,FALSE,TRUE,8000045
"T21","rho.plug",0.26,20,5,0.5,200,100,FALSE,TRUE,8000045
"T21","rho.adj",0.2,20,5,0.5,200,100,FALSE,TRUE,8000045
"T22","rho.sharp",0.075,20,5,0.5,200,100,FALSE,TRUE,8000045
"T22","rho.oracle",0.265,20,5,0.5,200,100,FALSE,TRUE,8000045
"T22","rho.plug",0.24,20,5,0.5,200,100,FALSE,TRUE,8000045
"T22","rho.adj",0.19,20,5,0.5,200,100,FALSE,TRUE,8000045
"T23","rho.sharp",0.135,20,5,0.5,200,100,FALSE,TRUE,8000045
"T23","rho.oracle",0.365,20,5,0.5,200,100,FALSE,TRUE,8000045
"T23","rho.plug",0.33,20,5,0.5,200,100,FALSE,TRUE,8000045
"T23","rho.adj",0.28,20,5,0.5,200,100,FALSE,TRUE,8000045
"T31","rho.sharp",0.055,20,5,0.5,200,100,FALSE,TRUE,8000045
"T31","rho.oracle",0.285,20,5,0.5,200,100,FALSE,TRUE,8000045
"T31","rho.plug",0.285,20,5,0.5,200,100,FALSE,TRUE,8000045
"T31","rho.adj",0.23,20,5,0.5,200,100,FALSE,TRUE,8000045
"T32","rho.sharp",0.04,20,5,0.5,200,100,FALSE,TRUE,8000045
"T32","rho.oracle",0.235,20,5,0.5,200,100,FALSE,TRUE,8000045
"T32","rho.plug",0.235,20,5,0.5,200,100,FALSE,TRUE,8000045
"T32","rho.adj",0.2,20,5,0.5,200,100,FALSE,TRUE,8000045
"T33","rho.sharp",0.175,20,5,0.5,200,100,FALSE,TRUE,8000045
"T33","rho.oracle",0.39,20,5,0.5,200,100,FALSE,TRUE,8000045
"T33","rho.plug",0.345,20,5,0.5,200,100,FALSE,TRUE,8000045
"T33","rho.adj",0.32,20,5,0.5,200,100,FALSE,TRUE,8000045
"T41","rho.sharp",0.055,20,5,0.5,200,100,FALSE,TRUE,8000045
"T41","rho.oracle",0.285,20,5,0.5,200,100,FALSE,TRUE,8000045
"T41","rho.plug",0.285,20,5,0.5,200,100,FALSE,TRUE,8000045
"T41","rho.adj",0.23,20,5,0.5,200,100,FALSE,TRUE,8000045
"T42","rho.sharp",0.04,20,5,0.5,200,100,FALSE,TRUE,8000045
"T42","rho.oracle",0.235,20,5,0.5,200,100,FALSE,TRUE,8000045
"T42","rho.plug",0.235,20,5,0.5,200,100,FALSE,TRUE,8000045
"T42","rho.adj",0.2,20,5,0.5,200,100,FALSE,TRUE,8000045
"T43","rho.sharp",0.175,20,5,0.5,200,100,FALSE,TRUE,8000045
"T43","rho.oracle",0.39,20,5,0.5,200,100,FALSE,TRUE,8000045
"T43","rho.plug",0.345,20,5,0.5,200,100,FALSE,TRUE,8000045
"T43","rho.adj",0.32,20,5,0.5,200,100,FALSE,TRUE,8000045
"T11","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T11","rho.oracle",0.395,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T11","rho.plug",0.39,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T11","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T12","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T12","rho.oracle",0.385,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T12","rho.plug",0.395,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T12","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T13","rho.sharp",0.005,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T13","rho.oracle",0.37,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T13","rho.plug",0.35,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T13","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T21","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T21","rho.oracle",0.495,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T21","rho.plug",0.47,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T21","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T22","rho.sharp",0.02,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T22","rho.oracle",0.515,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T22","rho.plug",0.485,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T22","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T23","rho.sharp",0.01,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T23","rho.oracle",0.37,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T23","rho.plug",0.355,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T23","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T31","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T31","rho.oracle",0.44,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T31","rho.plug",0.445,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T31","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T32","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T32","rho.oracle",0.485,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T32","rho.plug",0.47,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T32","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T33","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T33","rho.oracle",0.37,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T33","rho.plug",0.36,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T33","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T41","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T41","rho.oracle",0.44,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T41","rho.plug",0.445,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T41","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T42","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T42","rho.oracle",0.485,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T42","rho.plug",0.47,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T42","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T43","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T43","rho.oracle",0.37,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T43","rho.plug",0.36,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T43","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000045
"T11","rho.sharp",0,20,5,0.5,200,100,FALSE,FALSE,8000045
"T11","rho.oracle",0.28,20,5,0.5,200,100,FALSE,FALSE,8000045
"T11","rho.plug",0.265,20,5,0.5,200,100,FALSE,FALSE,8000045
"T11","rho.adj",0.15,20,5,0.5,200,100,FALSE,FALSE,8000045
"T12","rho.sharp",0,20,5,0.5,200,100,FALSE,FALSE,8000045
"T12","rho.oracle",0.31,20,5,0.5,200,100,FALSE,FALSE,8000045
"T12","rho.plug",0.265,20,5,0.5,200,100,FALSE,FALSE,8000045
"T12","rho.adj",0.19,20,5,0.5,200,100,FALSE,FALSE,8000045
"T13","rho.sharp",0.075,20,5,0.5,200,100,FALSE,FALSE,8000045
"T13","rho.oracle",0.33,20,5,0.5,200,100,FALSE,FALSE,8000045
"T13","rho.plug",0.36,20,5,0.5,200,100,FALSE,FALSE,8000045
"T13","rho.adj",0.27,20,5,0.5,200,100,FALSE,FALSE,8000045
"T21","rho.sharp",0.14,20,5,0.5,200,100,FALSE,FALSE,8000045
"T21","rho.oracle",0.28,20,5,0.5,200,100,FALSE,FALSE,8000045
"T21","rho.plug",0.33,20,5,0.5,200,100,FALSE,FALSE,8000045
"T21","rho.adj",0.3,20,5,0.5,200,100,FALSE,FALSE,8000045
"T22","rho.sharp",0.16,20,5,0.5,200,100,FALSE,FALSE,8000045
"T22","rho.oracle",0.305,20,5,0.5,200,100,FALSE,FALSE,8000045
"T22","rho.plug",0.33,20,5,0.5,200,100,FALSE,FALSE,8000045
"T22","rho.adj",0.28,20,5,0.5,200,100,FALSE,FALSE,8000045
"T23","rho.sharp",0.115,20,5,0.5,200,100,FALSE,FALSE,8000045
"T23","rho.oracle",0.34,20,5,0.5,200,100,FALSE,FALSE,8000045
"T23","rho.plug",0.36,20,5,0.5,200,100,FALSE,FALSE,8000045
"T23","rho.adj",0.3,20,5,0.5,200,100,FALSE,FALSE,8000045
"T31","rho.sharp",0.045,20,5,0.5,200,100,FALSE,FALSE,8000045
"T31","rho.oracle",0.21,20,5,0.5,200,100,FALSE,FALSE,8000045
"T31","rho.plug",0.26,20,5,0.5,200,100,FALSE,FALSE,8000045
"T31","rho.adj",0.25,20,5,0.5,200,100,FALSE,FALSE,8000045
"T32","rho.sharp",0.06,20,5,0.5,200,100,FALSE,FALSE,8000045
"T32","rho.oracle",0.265,20,5,0.5,200,100,FALSE,FALSE,8000045
"T32","rho.plug",0.29,20,5,0.5,200,100,FALSE,FALSE,8000045
"T32","rho.adj",0.27,20,5,0.5,200,100,FALSE,FALSE,8000045
"T33","rho.sharp",0.12,20,5,0.5,200,100,FALSE,FALSE,8000045
"T33","rho.oracle",0.335,20,5,0.5,200,100,FALSE,FALSE,8000045
"T33","rho.plug",0.37,20,5,0.5,200,100,FALSE,FALSE,8000045
"T33","rho.adj",0.33,20,5,0.5,200,100,FALSE,FALSE,8000045
"T41","rho.sharp",0.045,20,5,0.5,200,100,FALSE,FALSE,8000045
"T41","rho.oracle",0.21,20,5,0.5,200,100,FALSE,FALSE,8000045
"T41","rho.plug",0.26,20,5,0.5,200,100,FALSE,FALSE,8000045
"T41","rho.adj",0.25,20,5,0.5,200,100,FALSE,FALSE,8000045
"T42","rho.sharp",0.06,20,5,0.5,200,100,FALSE,FALSE,8000045
"T42","rho.oracle",0.265,20,5,0.5,200,100,FALSE,FALSE,8000045
"T42","rho.plug",0.29,20,5,0.5,200,100,FALSE,FALSE,8000045
"T42","rho.adj",0.27,20,5,0.5,200,100,FALSE,FALSE,8000045
"T43","rho.sharp",0.12,20,5,0.5,200,100,FALSE,FALSE,8000045
"T43","rho.oracle",0.335,20,5,0.5,200,100,FALSE,FALSE,8000045
"T43","rho.plug",0.37,20,5,0.5,200,100,FALSE,FALSE,8000045
"T43","rho.adj",0.33,20,5,0.5,200,100,FALSE,FALSE,8000045
"T11","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T11","rho.oracle",0.03,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T11","rho.plug",0.035,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T11","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T12","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T12","rho.oracle",0.025,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T12","rho.plug",0.015,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T12","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T13","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T13","rho.oracle",0.585,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T13","rho.plug",0.54,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T13","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T21","rho.sharp",0.005,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T21","rho.oracle",0.255,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T21","rho.plug",0.26,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T21","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T22","rho.sharp",0.005,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T22","rho.oracle",0.25,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T22","rho.plug",0.245,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T22","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T23","rho.sharp",0.03,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T23","rho.oracle",0.635,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T23","rho.plug",0.615,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T23","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T31","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T31","rho.oracle",0.125,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T31","rho.plug",0.11,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T31","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T32","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T32","rho.oracle",0.15,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T32","rho.plug",0.13,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T32","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T33","rho.sharp",0.07,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T33","rho.oracle",0.6,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T33","rho.plug",0.595,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T33","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T41","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T41","rho.oracle",0.125,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T41","rho.plug",0.11,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T41","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T42","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T42","rho.oracle",0.15,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T42","rho.plug",0.13,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T42","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T43","rho.sharp",0.07,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T43","rho.oracle",0.6,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T43","rho.plug",0.595,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T43","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000045
"T11","rho.sharp",0.045,20,5,0.5,200,100,TRUE,TRUE,8000046
"T11","rho.oracle",0.035,20,5,0.5,200,100,TRUE,TRUE,8000046
"T11","rho.plug",0.05,20,5,0.5,200,100,TRUE,TRUE,8000046
"T11","rho.adj",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T12","rho.sharp",0.01,20,5,0.5,200,100,TRUE,TRUE,8000046
"T12","rho.oracle",0.015,20,5,0.5,200,100,TRUE,TRUE,8000046
"T12","rho.plug",0.01,20,5,0.5,200,100,TRUE,TRUE,8000046
"T12","rho.adj",0,20,5,0.5,200,100,TRUE,TRUE,8000046
"T13","rho.sharp",0.045,20,5,0.5,200,100,TRUE,TRUE,8000046
"T13","rho.oracle",0.035,20,5,0.5,200,100,TRUE,TRUE,8000046
"T13","rho.plug",0.085,20,5,0.5,200,100,TRUE,TRUE,8000046
"T13","rho.adj",0.1,20,5,0.5,200,100,TRUE,TRUE,8000046
"T21","rho.sharp",0.035,20,5,0.5,200,100,TRUE,TRUE,8000046
"T21","rho.oracle",0.02,20,5,0.5,200,100,TRUE,TRUE,8000046
"T21","rho.plug",0.03,20,5,0.5,200,100,TRUE,TRUE,8000046
"T21","rho.adj",0.02,20,5,0.5,200,100,TRUE,TRUE,8000046
"T22","rho.sharp",0.005,20,5,0.5,200,100,TRUE,TRUE,8000046
"T22","rho.oracle",0.01,20,5,0.5,200,100,TRUE,TRUE,8000046
"T22","rho.plug",0.01,20,5,0.5,200,100,TRUE,TRUE,8000046
"T22","rho.adj",0,20,5,0.5,200,100,TRUE,TRUE,8000046
"T23","rho.sharp",0.035,20,5,0.5,200,100,TRUE,TRUE,8000046
"T23","rho.oracle",0.025,20,5,0.5,200,100,TRUE,TRUE,8000046
"T23","rho.plug",0.045,20,5,0.5,200,100,TRUE,TRUE,8000046
"T23","rho.adj",0.06,20,5,0.5,200,100,TRUE,TRUE,8000046
"T31","rho.sharp",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T31","rho.oracle",0.025,20,5,0.5,200,100,TRUE,TRUE,8000046
"T31","rho.plug",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T31","rho.adj",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T32","rho.sharp",0.005,20,5,0.5,200,100,TRUE,TRUE,8000046
"T32","rho.oracle",0.015,20,5,0.5,200,100,TRUE,TRUE,8000046
"T32","rho.plug",0.01,20,5,0.5,200,100,TRUE,TRUE,8000046
"T32","rho.adj",0,20,5,0.5,200,100,TRUE,TRUE,8000046
"T33","rho.sharp",0.035,20,5,0.5,200,100,TRUE,TRUE,8000046
"T33","rho.oracle",0.025,20,5,0.5,200,100,TRUE,TRUE,8000046
"T33","rho.plug",0.075,20,5,0.5,200,100,TRUE,TRUE,8000046
"T33","rho.adj",0.11,20,5,0.5,200,100,TRUE,TRUE,8000046
"T41","rho.sharp",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T41","rho.oracle",0.025,20,5,0.5,200,100,TRUE,TRUE,8000046
"T41","rho.plug",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T41","rho.adj",0.04,20,5,0.5,200,100,TRUE,TRUE,8000046
"T42","rho.sharp",0.005,20,5,0.5,200,100,TRUE,TRUE,8000046
"T42","rho.oracle",0.015,20,5,0.5,200,100,TRUE,TRUE,8000046
"T42","rho.plug",0.01,20,5,0.5,200,100,TRUE,TRUE,8000046
"T42","rho.adj",0,20,5,0.5,200,100,TRUE,TRUE,8000046
"T43","rho.sharp",0.035,20,5,0.5,200,100,TRUE,TRUE,8000046
"T43","rho.oracle",0.025,20,5,0.5,200,100,TRUE,TRUE,8000046
"T43","rho.plug",0.075,20,5,0.5,200,100,TRUE,TRUE,8000046
"T43","rho.adj",0.11,20,5,0.5,200,100,TRUE,TRUE,8000046
"T11","rho.sharp",0.065,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T11","rho.oracle",0.1,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T11","rho.plug",0.07,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T11","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T12","rho.sharp",0.065,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T12","rho.oracle",0.1,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T12","rho.plug",0.075,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T12","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T13","rho.sharp",0.105,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T13","rho.oracle",0.16,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T13","rho.plug",0.115,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T13","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T21","rho.sharp",0.075,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T21","rho.oracle",0.1,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T21","rho.plug",0.075,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T21","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000046
"T22","rho.sharp",0.075,80,20,0.5,200,NA,TRUE,TRUE,8000046
