"tstat","ptype","value","n","tau","EY","B","R","H0A","H0Y","seed"
"T13","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T21","rho.sharp",0.875,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T21","rho.oracle",0.915,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T21","rho.plug",0.925,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T21","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T22","rho.sharp",0.86,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T22","rho.oracle",0.905,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T22","rho.plug",0.91,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T22","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T23","rho.sharp",0.87,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T23","rho.oracle",0.895,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T23","rho.plug",0.905,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T23","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T31","rho.sharp",0.85,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T31","rho.oracle",0.905,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T31","rho.plug",0.89,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T31","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T32","rho.sharp",0.855,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T32","rho.oracle",0.905,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T32","rho.plug",0.9,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T32","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T33","rho.sharp",0.845,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T33","rho.oracle",0.88,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T33","rho.plug",0.88,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T33","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T41","rho.sharp",0.85,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T41","rho.oracle",0.905,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T41","rho.plug",0.89,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T41","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T42","rho.sharp",0.855,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T42","rho.oracle",0.905,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T42","rho.plug",0.9,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T42","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T43","rho.sharp",0.845,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T43","rho.oracle",0.88,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T43","rho.plug",0.88,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T43","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000001
"T11","rho.sharp",0.07,20,5,0.5,200,100,FALSE,TRUE,8000001
"T11","rho.oracle",0.745,20,5,0.5,200,100,FALSE,TRUE,8000001
"T11","rho.plug",0.76,20,5,0.5,200,100,FALSE,TRUE,8000001
"T11","rho.adj",0.84,20,5,0.5,200,100,FALSE,TRUE,8000001
"T12","rho.sharp",0.085,20,5,0.5,200,100,FALSE,TRUE,8000001
"T12","rho.oracle",0.78,20,5,0.5,200,100,FALSE,TRUE,8000001
"T12","rho.plug",0.775,20,5,0.5,200,100,FALSE,TRUE,8000001
"T12","rho.adj",0.89,20,5,0.5,200,100,FALSE,TRUE,8000001
"T13","rho.sharp",0.315,20,5,0.5,200,100,FALSE,TRUE,8000001
"T13","rho.oracle",0.705,20,5,0.5,200,100,FALSE,TRUE,8000001
"T13","rho.plug",0.665,20,5,0.5,200,100,FALSE,TRUE,8000001
"T13","rho.adj",0.67,20,5,0.5,200,100,FALSE,TRUE,8000001
"T21","rho.sharp",0.38,20,5,0.5,200,100,FALSE,TRUE,8000001
"T21","rho.oracle",0.725,20,5,0.5,200,100,FALSE,TRUE,8000001
"T21","rho.plug",0.715,20,5,0.5,200,100,FALSE,TRUE,8000001
"T21","rho.adj",0.71,20,5,0.5,200,100,FALSE,TRUE,8000001
"T22","rho.sharp",0.395,20,5,0.5,200,100,FALSE,TRUE,8000001
"T22","rho.oracle",0.765,20,5,0.5,200,100,FALSE,TRUE,8000001
"T22","rho.plug",0.785,20,5,0.5,200,100,FALSE,TRUE,8000001
"T22","rho.adj",0.81,20,5,0.5,200,100,FALSE,TRUE,8000001
"T23","rho.sharp",0.205,20,5,0.5,200,100,FALSE,TRUE,8000001
"T23","rho.oracle",0.545,20,5,0.5,200,100,FALSE,TRUE,8000001
"T23","rho.plug",0.48,20,5,0.5,200,100,FALSE,TRUE,8000001
"T23","rho.adj",0.48,20,5,0.5,200,100,FALSE,TRUE,8000001
"T31","rho.sharp",0.18,20,5,0.5,200,100,FALSE,TRUE,8000001
"T31","rho.oracle",0.675,20,5,0.5,200,100,FALSE,TRUE,8000001
"T31","rho.plug",0.68,20,5,0.5,200,100,FALSE,TRUE,8000001
"T31","rho.adj",0.74,20,5,0.5,200,100,FALSE,TRUE,8000001
"T32","rho.sharp",0.265,20,5,0.5,200,100,FALSE,TRUE,8000001
"T32","rho.oracle",0.765,20,5,0.5,200,100,FALSE,TRUE,8000001
"T32","rho.plug",0.77,20,5,0.5,200,100,FALSE,TRUE,8000001
"T32","rho.adj",0.84,20,5,0.5,200,100,FALSE,TRUE,8000001
"T33","rho.sharp",0.3,20,5,0.5,200,100,FALSE,TRUE,8000001
"T33","rho.oracle",0.635,20,5,0.5,200,100,FALSE,TRUE,8000001
"T33","rho.plug",0.615,20,5,0.5,200,100,FALSE,TRUE,8000001
"T33","rho.adj",0.7,20,5,0.5,200,100,FALSE,TRUE,8000001
"T41","rho.sharp",0.18,20,5,0.5,200,100,FALSE,TRUE,8000001
"T41","rho.oracle",0.675,20,5,0.5,200,100,FALSE,TRUE,8000001
"T41","rho.plug",0.68,20,5,0.5,200,100,FALSE,TRUE,8000001
"T41","rho.adj",0.74,20,5,0.5,200,100,FALSE,TRUE,8000001
"T42","rho.sharp",0.265,20,5,0.5,200,100,FALSE,TRUE,8000001
"T42","rho.oracle",0.765,20,5,0.5,200,100,FALSE,TRUE,8000001
"T42","rho.plug",0.77,20,5,0.5,200,100,FALSE,TRUE,8000001
"T42","rho.adj",0.84,20,5,0.5,200,100,FALSE,TRUE,8000001
"T43","rho.sharp",0.3,20,5,0.5,200,100,FALSE,TRUE,8000001
"T43","rho.oracle",0.635,20,5,0.5,200,100,FALSE,TRUE,8000001
"T43","rho.plug",0.615,20,5,0.5,200,100,FALSE,TRUE,8000001
"T43","rho.adj",0.7,20,5,0.5,200,100,FALSE,TRUE,8000001
"T11","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T11","rho.oracle",0.855,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T11","rho.plug",0.85,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T11","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T12","rho.sharp",0,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T12","rho.oracle",0.92,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T12","rho.plug",0.905,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T12","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T13","rho.sharp",0.15,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T13","rho.oracle",0.89,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T13","rho.plug",0.88,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T13","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T21","rho.sharp",0.195,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T21","rho.oracle",0.885,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T21","rho.plug",0.895,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T21","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T22","rho.sharp",0.17,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T22","rho.oracle",0.86,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T22","rho.plug",0.885,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T22","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T23","rho.sharp",0.165,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T23","rho.oracle",0.89,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T23","rho.plug",0.895,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T23","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T31","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T31","rho.oracle",0.855,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T31","rho.plug",0.88,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T31","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T32","rho.sharp",0.035,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T32","rho.oracle",0.885,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T32","rho.plug",0.9,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T32","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T33","rho.sharp",0.215,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T33","rho.oracle",0.89,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T33","rho.plug",0.88,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T33","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T41","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T41","rho.oracle",0.855,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T41","rho.plug",0.88,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T41","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T42","rho.sharp",0.035,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T42","rho.oracle",0.885,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T42","rho.plug",0.9,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T42","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T43","rho.sharp",0.215,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T43","rho.oracle",0.89,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T43","rho.plug",0.88,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T43","rho.adj",NA,80,20,0.5,200,NA,FALSE,TRUE,8000001
"T11","rho.sharp",0.09,20,5,0.5,200,100,FALSE,FALSE,8000001
"T11","rho.oracle",0.7,20,5,0.5,200,100,FALSE,FALSE,8000001
"T11","rho.plug",0.665,20,5,0.5,200,100,FALSE,FALSE,8000001
"T11","rho.adj",0.69,20,5,0.5,200,100,FALSE,FALSE,8000001
"T12","rho.sharp",0.045,20,5,0.5,200,100,FALSE,FALSE,8000001
"T12","rho.oracle",0.55,20,5,0.5,200,100,FALSE,FALSE,8000001
"T12","rho.plug",0.48,20,5,0.5,200,100,FALSE,FALSE,8000001
"T12","rho.adj",0.56,20,5,0.5,200,100,FALSE,FALSE,8000001
"T13","rho.sharp",0.34,20,5,0.5,200,100,FALSE,FALSE,8000001
"T13","rho.oracle",0.625,20,5,0.5,200,100,FALSE,FALSE,8000001
"T13","rho.plug",0.61,20,5,0.5,200,100,FALSE,FALSE,8000001
"T13","rho.adj",0.65,20,5,0.5,200,100,FALSE,FALSE,8000001
"T21","rho.sharp",0.48,20,5,0.5,200,100,FALSE,FALSE,8000001
"T21","rho.oracle",0.645,20,5,0.5,200,100,FALSE,FALSE,8000001
"T21","rho.plug",0.68,20,5,0.5,200,100,FALSE,FALSE,8000001
"T21","rho.adj",0.76,20,5,0.5,200,100,FALSE,FALSE,8000001
"T22","rho.sharp",0.32,20,5,0.5,200,100,FALSE,FALSE,8000001
"T22","rho.oracle",0.545,20,5,0.5,200,100,FALSE,FALSE,8000001
"T22","rho.plug",0.585,20,5,0.5,200,100,FALSE,FALSE,8000001
"T22","rho.adj",0.67,20,5,0.5,200,100,FALSE,FALSE,8000001
"T23","rho.sharp",0.415,20,5,0.5,200,100,FALSE,FALSE,8000001
"T23","rho.oracle",0.705,20,5,0.5,200,100,FALSE,FALSE,8000001
"T23","rho.plug",0.74,20,5,0.5,200,100,FALSE,FALSE,8000001
"T23","rho.adj",0.73,20,5,0.5,200,100,FALSE,FALSE,8000001
"T31","rho.sharp",0.2,20,5,0.5,200,100,FALSE,FALSE,8000001
"T31","rho.oracle",0.63,20,5,0.5,200,100,FALSE,FALSE,8000001
"T31","rho.plug",0.625,20,5,0.5,200,100,FALSE,FALSE,8000001
"T31","rho.adj",0.72,20,5,0.5,200,100,FALSE,FALSE,8000001
"T32","rho.sharp",0.185,20,5,0.5,200,100,FALSE,FALSE,8000001
"T32","rho.oracle",0.53,20,5,0.5,200,100,FALSE,FALSE,8000001
"T32","rho.plug",0.555,20,5,0.5,200,100,FALSE,FALSE,8000001
"T32","rho.adj",0.64,20,5,0.5,200,100,FALSE,FALSE,8000001
"T33","rho.sharp",0.435,20,5,0.5,200,100,FALSE,FALSE,8000001
"T33","rho.oracle",0.625,20,5,0.5,200,100,FALSE,FALSE,8000001
"T33","rho.plug",0.665,20,5,0.5,200,100,FALSE,FALSE,8000001
"T33","rho.adj",0.69,20,5,0.5,200,100,FALSE,FALSE,8000001
"T41","rho.sharp",0.2,20,5,0.5,200,100,FALSE,FALSE,8000001
"T41","rho.oracle",0.63,20,5,0.5,200,100,FALSE,FALSE,8000001
"T41","rho.plug",0.625,20,5,0.5,200,100,FALSE,FALSE,8000001
"T41","rho.adj",0.72,20,5,0.5,200,100,FALSE,FALSE,8000001
"T42","rho.sharp",0.185,20,5,0.5,200,100,FALSE,FALSE,8000001
"T42","rho.oracle",0.53,20,5,0.5,200,100,FALSE,FALSE,8000001
"T42","rho.plug",0.555,20,5,0.5,200,100,FALSE,FALSE,8000001
"T42","rho.adj",0.64,20,5,0.5,200,100,FALSE,FALSE,8000001
"T43","rho.sharp",0.435,20,5,0.5,200,100,FALSE,FALSE,8000001
"T43","rho.oracle",0.625,20,5,0.5,200,100,FALSE,FALSE,8000001
"T43","rho.plug",0.665,20,5,0.5,200,100,FALSE,FALSE,8000001
"T43","rho.adj",0.69,20,5,0.5,200,100,FALSE,FALSE,8000001
"T11","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T11","rho.oracle",0.315,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T11","rho.plug",0.335,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T11","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T12","rho.sharp",0,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T12","rho.oracle",0.23,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T12","rho.plug",0.18,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T12","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T13","rho.sharp",0.325,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T13","rho.oracle",0.935,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T13","rho.plug",0.95,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T13","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T21","rho.sharp",0.315,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T21","rho.oracle",0.785,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T21","rho.plug",0.725,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T21","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T22","rho.sharp",0.27,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T22","rho.oracle",0.745,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T22","rho.plug",0.69,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T22","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T23","rho.sharp",0.365,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T23","rho.oracle",0.965,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T23","rho.plug",0.96,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T23","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T31","rho.sharp",0.005,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T31","rho.oracle",0.535,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T31","rho.plug",0.535,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T31","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T32","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T32","rho.oracle",0.595,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T32","rho.plug",0.585,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T32","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T33","rho.sharp",0.505,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T33","rho.oracle",0.95,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T33","rho.plug",0.96,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T33","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T41","rho.sharp",0.005,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T41","rho.oracle",0.535,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T41","rho.plug",0.535,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T41","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T42","rho.sharp",0.015,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T42","rho.oracle",0.595,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T42","rho.plug",0.585,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T42","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T43","rho.sharp",0.505,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T43","rho.oracle",0.95,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T43","rho.plug",0.96,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T43","rho.adj",NA,80,20,0.5,200,NA,FALSE,FALSE,8000001
"T11","rho.sharp",0.385,20,5,0.5,200,100,TRUE,TRUE,8000002
"T11","rho.oracle",0.455,20,5,0.5,200,100,TRUE,TRUE,8000002
"T11","rho.plug",0.445,20,5,0.5,200,100,TRUE,TRUE,8000002
"T11","rho.adj",0.45,20,5,0.5,200,100,TRUE,TRUE,8000002
"T12","rho.sharp",0.375,20,5,0.5,200,100,TRUE,TRUE,8000002
"T12","rho.oracle",0.435,20,5,0.5,200,100,TRUE,TRUE,8000002
"T12","rho.plug",0.405,20,5,0.5,200,100,TRUE,TRUE,8000002
"T12","rho.adj",0.43,20,5,0.5,200,100,TRUE,TRUE,8000002
"T13","rho.sharp",0.63,20,5,0.5,200,100,TRUE,TRUE,8000002
"T13","rho.oracle",0.735,20,5,0.5,200,100,TRUE,TRUE,8000002
"T13","rho.plug",0.79,20,5,0.5,200,100,TRUE,TRUE,8000002
"T13","rho.adj",0.82,20,5,0.5,200,100,TRUE,TRUE,8000002
"T21","rho.sharp",0.245,20,5,0.5,200,100,TRUE,TRUE,8000002
"T21","rho.oracle",0.26,20,5,0.5,200,100,TRUE,TRUE,8000002
"T21","rho.plug",0.32,20,5,0.5,200,100,TRUE,TRUE,8000002
"T21","rho.adj",0.31,20,5,0.5,200,100,TRUE,TRUE,8000002
"T22","rho.sharp",0.225,20,5,0.5,200,100,TRUE,TRUE,8000002
"T22","rho.oracle",0.245,20,5,0.5,200,100,TRUE,TRUE,8000002
"T22","rho.plug",0.285,20,5,0.5,200,100,TRUE,TRUE,8000002
"T22","rho.adj",0.26,20,5,0.5,200,100,TRUE,TRUE,8000002
"T23","rho.sharp",0.615,20,5,0.5,200,100,TRUE,TRUE,8000002
"T23","rho.oracle",0.66,20,5,0.5,200,100,TRUE,TRUE,8000002
"T23","rho.plug",0.76,20,5,0.5,200,100,TRUE,TRUE,8000002
"T23","rho.adj",0.78,20,5,0.5,200,100,TRUE,TRUE,8000002
"T31","rho.sharp",0.31,20,5,0.5,200,100,TRUE,TRUE,8000002
"T31","rho.oracle",0.365,20,5,0.5,200,100,TRUE,TRUE,8000002
"T31","rho.plug",0.37,20,5,0.5,200,100,TRUE,TRUE,8000002
"T31","rho.adj",0.34,20,5,0.5,200,100,TRUE,TRUE,8000002
"T32","rho.sharp",0.29,20,5,0.5,200,100,TRUE,TRUE,8000002
"T32","rho.oracle",0.36,20,5,0.5,200,100,TRUE,TRUE,8000002
"T32","rho.plug",0.365,20,5,0.5,200,100,TRUE,TRUE,8000002
"T32","rho.adj",0.35,20,5,0.5,200,100,TRUE,TRUE,8000002
"T33","rho.sharp",0.62,20,5,0.5,200,100,TRUE,TRUE,8000002
"T33","rho.oracle",0.695,20,5,0.5,200,100,TRUE,TRUE,8000002
"T33","rho.plug",0.77,20,5,0.5,200,100,TRUE,TRUE,8000002
"T33","rho.adj",0.82,20,5,0.5,200,100,TRUE,TRUE,8000002
"T41","rho.sharp",0.31,20,5,0.5,200,100,TRUE,TRUE,8000002
"T41","rho.oracle",0.365,20,5,0.5,200,100,TRUE,TRUE,8000002
"T41","rho.plug",0.37,20,5,0.5,200,100,TRUE,TRUE,8000002
"T41","rho.adj",0.34,20,5,0.5,200,100,TRUE,TRUE,8000002
"T42","rho.sharp",0.29,20,5,0.5,200,100,TRUE,TRUE,8000002
"T42","rho.oracle",0.36,20,5,0.5,200,100,TRUE,TRUE,8000002
"T42","rho.plug",0.365,20,5,0.5,200,100,TRUE,TRUE,8000002
"T42","rho.adj",0.35,20,5,0.5,200,100,TRUE,TRUE,8000002
"T43","rho.sharp",0.62,20,5,0.5,200,100,TRUE,TRUE,8000002
"T43","rho.oracle",0.695,20,5,0.5,200,100,TRUE,TRUE,8000002
"T43","rho.plug",0.77,20,5,0.5,200,100,TRUE,TRUE,8000002
"T43","rho.adj",0.82,20,5,0.5,200,100,TRUE,TRUE,8000002
"T11","rho.sharp",0.745,80,20,0.5,200,NA,TRUE,TRUE,8000002
"T11","rho.oracle",0.74,80,20,0.5,200,NA,TRUE,TRUE,8000002
"T11","rho.plug",0.755,80,20,0.5,200,NA,TRUE,TRUE,8000002
"T11","rho.adj",NA,80,20,0.5,200,NA,TRUE,TRUE,8000002
"T12","rho.sharp",0.74,80,20,0.5,200,NA,TRUE,TRUE,8000002
