"param","est","true","sd","n","tau","EY","B","H0A","H0Y","seed"
"m2",-0.0563696087223459,0,0.0634910424062962,48,10,0.5,200,FALSE,TRUE,3000002
"m3",-0.0225017775909415,0,0.0653312097208379,48,10,0.5,200,FALSE,TRUE,3000002
"m4",-0.920911150773918,-1,0.112953099089117,48,10,0.5,200,FALSE,TRUE,3000002
"p1",-0.362686357335187,-0.2,0.266986536238393,24,5,0.5,200,FALSE,FALSE,3000002
"p2",0.133562168252568,0,0.174220674566309,24,5,0.5,200,FALSE,FALSE,3000002
"p3",0.101342360576203,0,0.172458584669271,24,5,0.5,200,FALSE,FALSE,3000002
"p4",-1.2208987801427,-1,0.244082224598663,24,5,0.5,200,FALSE,FALSE,3000002
"m1",-0.471747212763348,-0.2,0.349388601583527,24,5,0.5,200,FALSE,FALSE,3000002
"m2",-0.0583181283432511,0,0.222838043884743,24,5,0.5,200,FALSE,FALSE,3000002
"m3",0.0898071706929508,0,0.217804505213306,24,5,0.5,200,FALSE,FALSE,3000002
"m4",-1.21125941224271,-1,0.407231793533243,24,5,0.5,200,FALSE,FALSE,3000002
"p1",-0.268871699034555,-0.2,0.0782545727610571,48,10,0.5,200,FALSE,FALSE,3000002
"p2",0.0807468681483204,0,0.0545717642058409,48,10,0.5,200,FALSE,FALSE,3000002
"p3",0.00474635054888054,0,0.0548160228758454,48,10,0.5,200,FALSE,FALSE,3000002
"p4",-1.07005243972037,-1,0.0792421444859646,48,10,0.5,200,FALSE,FALSE,3000002
"m1",-0.104412458437279,-0.2,0.0931590949848528,48,10,0.5,200,FALSE,FALSE,3000002
"m2",-0.0804833745474112,0,0.0656300624557369,48,10,0.5,200,FALSE,FALSE,3000002
"m3",-0.0317935028853659,0,0.065717122622706,48,10,0.5,200,FALSE,FALSE,3000002
"m4",-0.974394965692793,-1,0.115400568396055,48,10,0.5,200,FALSE,FALSE,3000002
"p1",-0.643318350514731,-0.5,0.23584437764428,24,5,0.5,200,TRUE,TRUE,3000003
"p2",0.202671142071479,0,0.171129496745872,24,5,0.5,200,TRUE,TRUE,3000003
"p3",0.0249264083927885,0,0.16675563799104,24,5,0.5,200,TRUE,TRUE,3000003
"p4",-0.165888410179111,0,0.229048034377384,24,5,0.5,200,TRUE,TRUE,3000003
"m1",-0.524450490988893,-0.5,0.293191544401751,24,5,0.5,200,TRUE,TRUE,3000003
"m2",0.120149424248443,0,0.206476179086106,24,5,0.5,200,TRUE,TRUE,3000003
"m3",-0.0186682008227477,0,0.207087076268916,24,5,0.5,200,TRUE,TRUE,3000003
"m4",0.0181911667339718,0,0.292113904591551,24,5,0.5,200,TRUE,TRUE,3000003
"p1",-0.464381707600122,-0.5,0.0722329855920506,48,10,0.5,200,TRUE,TRUE,3000003
"p2",-0.0337879244100337,0,0.0553097724146885,48,10,0.5,200,TRUE,TRUE,3000003
"p3",0.0236719072142368,0,0.0523074104469405,48,10,0.5,200,TRUE,TRUE,3000003
"p4",8.10846824444579e-05,0,0.0738874788613177,48,10,0.5,200,TRUE,TRUE,3000003
"m1",-0.387607679455851,-0.5,0.0905402493458547,48,10,0.5,200,TRUE,TRUE,3000003
"m2",-0.0612625385888683,0,0.0696760770519176,48,10,0.5,200,TRUE,TRUE,3000003
"m3",-0.0439739037248844,0,0.0666387348584225,48,10,0.5,200,TRUE,TRUE,3000003
"m4",0.00579033825756785,0,0.0941972168189891,48,10,0.5,200,TRUE,TRUE,3000003
"p1",0.0293123557896881,-0.2,0.246364417260413,24,5,0.5,200,FALSE,TRUE,3000003
"p2",0.00114291122185801,0,0.176727662811699,24,5,0.5,200,FALSE,TRUE,3000003
"p3",-0.253342671197254,0,0.171527959437744,24,5,0.5,200,FALSE,TRUE,3000003
"p4",-0.844762217037458,-1,0.239969769783188,24,5,0.5,200,FALSE,TRUE,3000003
"m1",-0.0388534322833371,-0.2,0.275676478286226,24,5,0.5,200,FALSE,TRUE,3000003
"m2",0.0330860822077854,0,0.201399396763707,24,5,0.5,200,FALSE,TRUE,3000003
"m3",-0.219505328297317,0,0.207058008566216,24,5,0.5,200,FALSE,TRUE,3000003
"m4",-0.979392346191966,-1,0.35866190858782,24,5,0.5,200,FALSE,TRUE,3000003
"p1",-0.238999066774161,-0.2,0.0753198070521727,48,10,0.5,200,FALSE,TRUE,3000003
"p2",0.0494938548799173,0,0.0575216466984696,48,10,0.5,200,FALSE,TRUE,3000003
"p3",0.0850697625124261,0,0.0544042488875991,48,10,0.5,200,FALSE,TRUE,3000003
"p4",-1.12509423079735,-1,0.079561833939718,48,10,0.5,200,FALSE,TRUE,3000003
"m1",-0.0520038723666871,-0.2,0.0888428706068007,48,10,0.5,200,FALSE,TRUE,3000003
"m2",-0.110181484810972,0,0.0685623030639567,48,10,0.5,200,FALSE,TRUE,3000003
"m3",-0.0691134683958824,0,0.0659252938119624,48,10,0.5,200,FALSE,TRUE,3000003
"m4",-0.912774620113397,-1,0.110502930402223,48,10,0.5,200,FALSE,TRUE,3000003
"p1",-0.241264019185611,-0.2,0.233639175969862,24,5,0.5,200,FALSE,FALSE,3000003
"p2",0.251392215322299,0,0.175689827667231,24,5,0.5,200,FALSE,FALSE,3000003
"p3",-0.0508984869405991,0,0.170292215728182,24,5,0.5,200,FALSE,FALSE,3000003
"p4",-1.30446716880209,-1,0.249272387627522,24,5,0.5,200,FALSE,FALSE,3000003
"m1",-0.537330658721811,-0.2,0.263278341965933,24,5,0.5,200,FALSE,FALSE,3000003
"m2",0.486225134326454,0,0.197680204254538,24,5,0.5,200,FALSE,FALSE,3000003
"m3",0.26560902817435,0,0.196011617022336,24,5,0.5,200,FALSE,FALSE,3000003
"m4",-1.69751432774993,-1,0.35378955793537,24,5,0.5,200,FALSE,FALSE,3000003
"p1",-0.0432966799873393,-0.2,0.0781285649896819,48,10,0.5,200,FALSE,FALSE,3000003
"p2",-0.0352152801971583,0,0.0551950453582873,48,10,0.5,200,FALSE,FALSE,3000003
"p3",-0.0848579909999564,0,0.0550185121787587,48,10,0.5,200,FALSE,FALSE,3000003
"p4",-1.03095360340986,-1,0.0795290792973835,48,10,0.5,200,FALSE,FALSE,3000003
"m1",-0.0967796522839161,-0.2,0.0875728524121866,48,10,0.5,200,FALSE,FALSE,3000003
"m2",-0.0459773965262825,0,0.0632128824925121,48,10,0.5,200,FALSE,FALSE,3000003
"m3",-0.0542604612629269,0,0.063576341988795,48,10,0.5,200,FALSE,FALSE,3000003
"m4",-0.995429786435814,-1,0.113121570075304,48,10,0.5,200,FALSE,FALSE,3000003
"p1",-0.645989609700576,-0.5,0.206105828017668,24,5,0.5,200,TRUE,TRUE,3000004
"p2",0.144776843261073,0,0.157079482175274,24,5,0.5,200,TRUE,TRUE,3000004
"p3",0.105369181172384,0,0.158597765063436,24,5,0.5,200,TRUE,TRUE,3000004
"p4",-0.145366341666355,0,0.222737858509332,24,5,0.5,200,TRUE,TRUE,3000004
"m1",-0.846382425030602,-0.5,0.28514473680213,24,5,0.5,200,TRUE,TRUE,3000004
"m2",0.0924176141906283,0,0.211287526376487,24,5,0.5,200,TRUE,TRUE,3000004
"m3",0.0684012052840895,0,0.218365302654091,24,5,0.5,200,TRUE,TRUE,3000004
"m4",0.147300528870271,0,0.304531938894612,24,5,0.5,200,TRUE,TRUE,3000004
"p1",-0.483406662693136,-0.5,0.0696685770183325,48,10,0.5,200,TRUE,TRUE,3000004
"p2",-0.0328288536290552,0,0.0515618206707661,48,10,0.5,200,TRUE,TRUE,3000004
"p3",-0.0338583496092359,0,0.0510328670760255,48,10,0.5,200,TRUE,TRUE,3000004
"p4",0.0693555377356348,0,0.0728115292754338,48,10,0.5,200,TRUE,TRUE,3000004
"m1",-0.570979013517658,-0.5,0.0923948525779601,48,10,0.5,200,TRUE,TRUE,3000004
"m2",-0.0623320176215317,0,0.0697084015822826,48,10,0.5,200,TRUE,TRUE,3000004
"m3",0.0221580135740744,0,0.067028000072052,48,10,0.5,200,TRUE,TRUE,3000004
"m4",0.0349968713651312,0,0.0953438818364046,48,10,0.5,200,TRUE,TRUE,3000004
"p1",-0.472186518847726,-0.2,0.213403086847994,24,5,0.5,200,FALSE,TRUE,3000004
"p2",0.159633791994252,0,0.162730145503397,24,5,0.5,200,FALSE,TRUE,3000004
"p3",0.196530286773527,0,0.169171279447439,24,5,0.5,200,FALSE,TRUE,3000004
"p4",-1.28633925415003,-1,0.246245766683395,24,5,0.5,200,FALSE,TRUE,3000004
"m1",-0.427519229873131,-0.2,0.272112310791264,24,5,0.5,200,FALSE,TRUE,3000004
"m2",0.181653558948262,0,0.205902844460383,24,5,0.5,200,FALSE,TRUE,3000004
"m3",0.206433368382443,0,0.203758161093468,24,5,0.5,200,FALSE,TRUE,3000004
"m4",-1.4782831247202,-1,0.368144277569076,24,5,0.5,200,FALSE,TRUE,3000004
"p1",-0.143938224262809,-0.2,0.0723941303571865,48,10,0.5,200,FALSE,TRUE,3000004
"p2",-0.0372538010138988,0,0.0532881187453314,48,10,0.5,200,FALSE,TRUE,3000004
"p3",-0.0367603338596511,0,0.0528502466697578,48,10,0.5,200,FALSE,TRUE,3000004
