"param","est","true","sd","n","tau","EY","B","H0A","H0Y","seed"
"m2",-0.204120848437742,0,0.203085332816349,24,5,0.5,200,FALSE,TRUE,5000001
"m3",0.00588662516646771,0,0.194758700770388,24,5,0.5,200,FALSE,TRUE,5000001
"m4",-0.942408244260977,-1,0.332691058080611,24,5,0.5,200,FALSE,TRUE,5000001
"p1",-0.242847851162532,-0.2,0.0703578213260465,48,10,0.5,200,FALSE,TRUE,5000001
"p2",0.0490502475902685,0,0.0534460999801068,48,10,0.5,200,FALSE,TRUE,5000001
"p3",0.00579624333357446,0,0.0530273045064021,48,10,0.5,200,FALSE,TRUE,5000001
"p4",-1.03493685435246,-1,0.0785309403345085,48,10,0.5,200,FALSE,TRUE,5000001
"m1",-0.248699135264665,-0.2,0.0836966954832131,48,10,0.5,200,FALSE,TRUE,5000001
"m2",0.0286851695445766,0,0.0643975654617997,48,10,0.5,200,FALSE,TRUE,5000001
"m3",0.0236304286355873,0,0.0641785470380582,48,10,0.5,200,FALSE,TRUE,5000001
"m4",-1.0681360905437,-1,0.114252077849888,48,10,0.5,200,FALSE,TRUE,5000001
"p1",-0.0111932270369645,-0.2,0.237632875308939,24,5,0.5,200,FALSE,FALSE,5000001
"p2",-0.184398066204333,0,0.166298197110867,24,5,0.5,200,FALSE,FALSE,5000001
"p3",0.0077171460702043,0,0.168119846567102,24,5,0.5,200,FALSE,FALSE,5000001
"p4",-0.73785548134277,-1,0.238303223403459,24,5,0.5,200,FALSE,FALSE,5000001
"m1",-0.220915177129581,-0.2,0.274088086717534,24,5,0.5,200,FALSE,FALSE,5000001
"m2",-0.10689950708691,0,0.204508883282441,24,5,0.5,200,FALSE,FALSE,5000001
"m3",0.0319543916305583,0,0.191307318080167,24,5,0.5,200,FALSE,FALSE,5000001
"m4",-0.800304691973979,-1,0.32911913396609,24,5,0.5,200,FALSE,FALSE,5000001
"p1",-0.193610902057316,-0.2,0.0767731728889009,48,10,0.5,200,FALSE,FALSE,5000001
"p2",0.00791908007454293,0,0.053852098357306,48,10,0.5,200,FALSE,FALSE,5000001
"p3",-0.00186298273813314,0,0.0545046343413942,48,10,0.5,200,FALSE,FALSE,5000001
"p4",-0.999082380691981,-1,0.0800898310981912,48,10,0.5,200,FALSE,FALSE,5000001
"m1",-0.218629189190697,-0.2,0.090122439352042,48,10,0.5,200,FALSE,FALSE,5000001
"m2",0.0371738668577322,0,0.0624275077736637,48,10,0.5,200,FALSE,FALSE,5000001
"m3",0.0277863486304772,0,0.0646509989938353,48,10,0.5,200,FALSE,FALSE,5000001
"m4",-1.06587966754458,-1,0.114564035411501,48,10,0.5,200,FALSE,FALSE,5000001
"p1",-0.94809661631989,-0.5,0.209853148890391,24,5,0.5,200,TRUE,TRUE,5000002
"p2",0.19967805850278,0,0.153718897685746,24,5,0.5,200,TRUE,TRUE,5000002
"p3",0.343773094673387,0,0.161276356922086,24,5,0.5,200,TRUE,TRUE,5000002
"p4",-0.274445407315878,0,0.228901625039828,24,5,0.5,200,TRUE,TRUE,5000002
"m1",-0.697465417903214,-0.5,0.291210513334301,24,5,0.5,200,TRUE,TRUE,5000002
"m2",0.0200008003231483,0,0.210617795487039,24,5,0.5,200,TRUE,TRUE,5000002
"m3",0.163896114178599,0,0.214971406318774,24,5,0.5,200,TRUE,TRUE,5000002
"m4",0.0141107750421544,0,0.29971315818175,24,5,0.5,200,TRUE,TRUE,5000002
"p1",-0.527378435113393,-0.5,0.0659944039902005,48,10,0.5,200,TRUE,TRUE,5000002
"p2",-0.00100270901804256,0,0.0519655356962071,48,10,0.5,200,TRUE,TRUE,5000002
"p3",-0.00790004911830172,0,0.0518960058195007,48,10,0.5,200,TRUE,TRUE,5000002
"p4",0.076784499698702,0,0.0737913780057479,48,10,0.5,200,TRUE,TRUE,5000002
"m1",-0.578526748551395,-0.5,0.0859922380558472,48,10,0.5,200,TRUE,TRUE,5000002
"m2",0.0126570126627983,0,0.0664768960604707,48,10,0.5,200,TRUE,TRUE,5000002
"m3",0.0600049397618728,0,0.0670548244956267,48,10,0.5,200,TRUE,TRUE,5000002
"m4",-0.0650013111042549,0,0.0952491033458624,48,10,0.5,200,TRUE,TRUE,5000002
"p1",-0.720758759149263,-0.2,0.214507185074957,24,5,0.5,200,FALSE,TRUE,5000002
"p2",0.168796926805666,0,0.159801798525631,24,5,0.5,200,FALSE,TRUE,5000002
"p3",0.475354169784194,0,0.165590281991768,24,5,0.5,200,FALSE,TRUE,5000002
"p4",-1.41413549949982,-1,0.24661822677134,24,5,0.5,200,FALSE,TRUE,5000002
"m1",-0.307575099320295,-0.2,0.27778943824198,24,5,0.5,200,FALSE,TRUE,5000002
"m2",0.187264986676786,0,0.201870365197752,24,5,0.5,200,FALSE,TRUE,5000002
"m3",-0.0533139135949503,0,0.211777098553776,24,5,0.5,200,FALSE,TRUE,5000002
"m4",-1.22551847045791,-1,0.383638843658236,24,5,0.5,200,FALSE,TRUE,5000002
"p1",-0.239030896639906,-0.2,0.0680765898242662,48,10,0.5,200,FALSE,TRUE,5000002
"p2",-0.0144459668922667,0,0.053478207210418,48,10,0.5,200,FALSE,TRUE,5000002
"p3",-0.00274120785330403,0,0.0534605490098448,48,10,0.5,200,FALSE,TRUE,5000002
"p4",-0.909868018270218,-1,0.077879984604042,48,10,0.5,200,FALSE,TRUE,5000002
"m1",-0.280873360185216,-0.2,0.0829246538651273,48,10,0.5,200,FALSE,TRUE,5000002
"m2",0.00825113259324763,0,0.0653317328881094,48,10,0.5,200,FALSE,TRUE,5000002
"m3",0.0805384867333833,0,0.0656698936267781,48,10,0.5,200,FALSE,TRUE,5000002
"m4",-1.12997508059699,-1,0.11542017107898,48,10,0.5,200,FALSE,TRUE,5000002
"p1",-0.56114210516593,-0.2,0.219931922675655,24,5,0.5,200,FALSE,FALSE,5000002
"p2",0.310907376472705,0,0.174348604371091,24,5,0.5,200,FALSE,FALSE,5000002
"p3",0.150105221860765,0,0.163848703211958,24,5,0.5,200,FALSE,FALSE,5000002
"p4",-1.42522340966453,-1,0.250178935413124,24,5,0.5,200,FALSE,FALSE,5000002
"m1",-0.265419200271964,-0.2,0.281636919389315,24,5,0.5,200,FALSE,FALSE,5000002
"m2",0.386123234674677,0,0.212175478870355,24,5,0.5,200,FALSE,FALSE,5000002
"m3",-0.1190389982437,0,0.214552434713681,24,5,0.5,200,FALSE,FALSE,5000002
"m4",-1.24760025032762,-1,0.354856609814939,24,5,0.5,200,FALSE,FALSE,5000002
"p1",-0.235092041388527,-0.2,0.0774855044050033,48,10,0.5,200,FALSE,FALSE,5000002
"p2",0.00378357212346615,0,0.0542126404736703,48,10,0.5,200,FALSE,FALSE,5000002
"p3",0.0133337544204752,0,0.0546853177419415,48,10,0.5,200,FALSE,FALSE,5000002
"p4",-1.01081099518739,-1,0.079119425931539,48,10,0.5,200,FALSE,FALSE,5000002
"m1",-0.0669234360009764,-0.2,0.0892213187579941,48,10,0.5,200,FALSE,FALSE,5000002
"m2",-0.0334221800660624,0,0.0642715918309475,48,10,0.5,200,FALSE,FALSE,5000002
"m3",-0.162984192507177,0,0.0648085300031862,48,10,0.5,200,FALSE,FALSE,5000002
"m4",-0.817921005807384,-1,0.112029889073837,48,10,0.5,200,FALSE,FALSE,5000002
"p1",-0.20869558775321,-0.5,0.211418363488028,24,5,0.5,200,TRUE,TRUE,5000003
"p2",-0.221347699443288,0,0.164681825584587,24,5,0.5,200,TRUE,TRUE,5000003
"p3",-0.299286415265515,0,0.161697045773199,24,5,0.5,200,TRUE,TRUE,5000003
"p4",0.389889634338664,0,0.228441572465204,24,5,0.5,200,TRUE,TRUE,5000003
"m1",0.318441560623272,-0.5,0.25137025025253,24,5,0.5,200,TRUE,TRUE,5000003
"m2",-0.737493542644435,0,0.225519877125182,24,5,0.5,200,TRUE,TRUE,5000003
"m3",-0.670421510321714,0,0.209411809837721,24,5,0.5,200,TRUE,TRUE,5000003
"m4",1.19751924305034,0,0.306734517635808,24,5,0.5,200,TRUE,TRUE,5000003
"p1",-0.397445241170401,-0.5,0.0737800068046695,48,10,0.5,200,TRUE,TRUE,5000003
"p2",-0.0077244602212909,0,0.0532420873942044,48,10,0.5,200,TRUE,TRUE,5000003
"p3",-0.0656098475121027,0,0.0518786625721702,48,10,0.5,200,TRUE,TRUE,5000003
"p4",0.0594329583537413,0,0.0738387081145716,48,10,0.5,200,TRUE,TRUE,5000003
"m1",-0.440072325467824,-0.5,0.0924745920877538,48,10,0.5,200,TRUE,TRUE,5000003
"m2",-0.0311453172008634,0,0.0670260886201438,48,10,0.5,200,TRUE,TRUE,5000003
"m3",-0.0171783405445649,0,0.0666722964086112,48,10,0.5,200,TRUE,TRUE,5000003
"m4",-0.0117451852834053,0,0.0937725536682434,48,10,0.5,200,TRUE,TRUE,5000003
"p1",0.344639308103358,-0.2,0.218856332857701,24,5,0.5,200,FALSE,TRUE,5000003
"p2",-0.443337701939033,0,0.169617990347382,24,5,0.5,200,FALSE,TRUE,5000003
"p3",-0.430776827101262,0,0.167769933234976,24,5,0.5,200,FALSE,TRUE,5000003
"p4",-0.389014877183425,-1,0.238116276844808,24,5,0.5,200,FALSE,TRUE,5000003
"m1",-0.0954600462910589,-0.2,0.254268801238907,24,5,0.5,200,FALSE,TRUE,5000003
"m2",-0.411803258103891,0,0.226822134542836,24,5,0.5,200,FALSE,TRUE,5000003
"m3",-0.111664755499624,0,0.201723343259345,24,5,0.5,200,FALSE,TRUE,5000003
"m4",-0.479621263983952,-1,0.343285923539259,24,5,0.5,200,FALSE,TRUE,5000003
"p1",-0.165135604891601,-0.2,0.0761484173744619,48,10,0.5,200,FALSE,TRUE,5000003
"p2",0.0448755667160217,0,0.0548820953167233,48,10,0.5,200,FALSE,TRUE,5000003
"p3",-0.0149122153311648,0,0.0534067498539225,48,10,0.5,200,FALSE,TRUE,5000003
"p4",-1.0079274562491,-1,0.0778690185633408,48,10,0.5,200,FALSE,TRUE,5000003
"m1",-0.133279274982563,-0.2,0.0902220482691923,48,10,0.5,200,FALSE,TRUE,5000003
"m2",-0.0768243303910826,0,0.0657248323886738,48,10,0.5,200,FALSE,TRUE,5000003
"m3",-0.0400650490736796,0,0.0653322892899249,48,10,0.5,200,FALSE,TRUE,5000003
"m4",-0.902143249040481,-1,0.112302623247843,48,10,0.5,200,FALSE,TRUE,5000003
"p1",0.0334345916247432,-0.2,0.250252619062721,24,5,0.5,200,FALSE,FALSE,5000003
"p2",-0.135267669429996,0,0.171894140598499,24,5,0.5,200,FALSE,FALSE,5000003
"p3",-0.198562033274058,0,0.173713642541588,24,5,0.5,200,FALSE,FALSE,5000003
"p4",-0.983425636330616,-1,0.252740703605153,24,5,0.5,200,FALSE,FALSE,5000003
"m1",-0.884255124029718,-0.2,0.294707038271028,24,5,0.5,200,FALSE,FALSE,5000003
"m2",-0.0320630385216516,0,0.213772655346249,24,5,0.5,200,FALSE,FALSE,5000003
"m3",0.444524048668191,0,0.202051293095013,24,5,0.5,200,FALSE,FALSE,5000003
"m4",-0.722553691128118,-1,0.338576982952625,24,5,0.5,200,FALSE,FALSE,5000003
"p1",-0.264181475303386,-0.2,0.0751911994563856,48,10,0.5,200,FALSE,FALSE,5000003
"p2",0.0735415027297121,0,0.0532644212282789,48,10,0.5,200,FALSE,FALSE,5000003
"p3",0.0446743961302283,0,0.0539389199424571,48,10,0.5,200,FALSE,FALSE,5000003
"p4",-1.00345358240499,-1,0.0782483596526641,48,10,0.5,200,FALSE,FALSE,5000003
"m1",-0.146566958735962,-0.2,0.087366143879219,48,10,0.5,200,FALSE,FALSE,5000003
"m2",-0.0305832700539657,0,0.0618325880883496,48,10,0.5,200,FALSE,FALSE,5000003
"m3",-0.0259476661145542,0,0.0628630664352282,48,10,0.5,200,FALSE,FALSE,5000003
"m4",-1.03098042364929,-1,0.114300840769136,48,10,0.5,200,FALSE,FALSE,5000003
"p1",-0.309219239786271,-0.5,0.211368003431393,24,5,0.5,200,TRUE,TRUE,5000004
"p2",-0.0759068791485825,0,0.156663219537327,24,5,0.5,200,TRUE,TRUE,5000004
"p3",-0.0418947291703648,0,0.160793821060091,24,5,0.5,200,TRUE,TRUE,5000004
"p4",0.07491657741723,0,0.228826928979342,24,5,0.5,200,TRUE,TRUE,5000004
"m1",-0.282693723740937,-0.5,0.255224293105311,24,5,0.5,200,TRUE,TRUE,5000004
"m2",-0.213665954927719,0,0.205154016300506,24,5,0.5,200,TRUE,TRUE,5000004
"m3",0.050911240697061,0,0.203446004468665,24,5,0.5,200,TRUE,TRUE,5000004
"m4",0.0245769766035551,0,0.290520890666992,24,5,0.5,200,TRUE,TRUE,5000004
"p1",-0.359573870554475,-0.5,0.0723067047100134,48,10,0.5,200,TRUE,TRUE,5000004
"p2",-0.0974361836196006,0,0.0543831927010675,48,10,0.5,200,TRUE,TRUE,5000004
"p3",-0.0539907240908278,0,0.0521505058557671,48,10,0.5,200,TRUE,TRUE,5000004
"p4",0.0829538326196242,0,0.0738589247491133,48,10,0.5,200,TRUE,TRUE,5000004
"m1",-0.393293078186091,-0.5,0.091470084270246,48,10,0.5,200,TRUE,TRUE,5000004
"m2",-0.0836094780739829,0,0.0705203480995875,48,10,0.5,200,TRUE,TRUE,5000004
"m3",-0.0572912720476559,0,0.0659751123308919,48,10,0.5,200,TRUE,TRUE,5000004
"m4",0.123111333040243,0,0.0937423891025879,48,10,0.5,200,TRUE,TRUE,5000004
"p1",-0.051678656675441,-0.2,0.222665902613865,24,5,0.5,200,FALSE,TRUE,5000004
"p2",-0.17757303096869,0,0.163563293552281,24,5,0.5,200,FALSE,TRUE,5000004
"p3",0.0626581193566057,0,0.16634717938129,24,5,0.5,200,FALSE,TRUE,5000004
"p4",-0.832934535388117,-1,0.236276736157075,24,5,0.5,200,FALSE,TRUE,5000004
"m1",0.093160911095555,-0.2,0.244815192631342,24,5,0.5,200,FALSE,TRUE,5000004
"m2",-0.245210823772855,0,0.199880054018337,24,5,0.5,200,FALSE,TRUE,5000004
"m3",-0.0343590939943034,0,0.198839541005212,24,5,0.5,200,FALSE,TRUE,5000004
"m4",-0.689652068900807,-1,0.327503587301585,24,5,0.5,200,FALSE,TRUE,5000004
"p1",-0.101768199554836,-0.2,0.0750041704090624,48,10,0.5,200,FALSE,TRUE,5000004
"p2",-0.0887885075976072,0,0.056114291251856,48,10,0.5,200,FALSE,TRUE,5000004
"p3",-0.0317377308499795,0,0.0539697085111678,48,10,0.5,200,FALSE,TRUE,5000004
"p4",-0.900379247167785,-1,0.0782020965869961,48,10,0.5,200,FALSE,TRUE,5000004
"m1",-0.184111010501274,-0.2,0.0901708276454352,48,10,0.5,200,FALSE,TRUE,5000004
"m2",-0.0695421553477892,0,0.0699838836530805,48,10,0.5,200,FALSE,TRUE,5000004
"m3",-0.0437371690215623,0,0.0653748404098473,48,10,0.5,200,FALSE,TRUE,5000004
"m4",-0.805723762726993,-1,0.109145719369418,48,10,0.5,200,FALSE,TRUE,5000004
"p1",-0.188303994657085,-0.2,0.223363403359011,24,5,0.5,200,FALSE,FALSE,5000004
"p2",0.0763583106424205,0,0.167470130696437,24,5,0.5,200,FALSE,FALSE,5000004
"p3",0.123327299299716,0,0.171517724498134,24,5,0.5,200,FALSE,FALSE,5000004
"p4",-1.14746806420987,-1,0.24672349759213,24,5,0.5,200,FALSE,FALSE,5000004
"m1",0.0933140347649484,-0.2,0.242694679380477,24,5,0.5,200,FALSE,FALSE,5000004
"m2",-0.0795703386369988,0,0.182618792159578,24,5,0.5,200,FALSE,FALSE,5000004
"m3",-0.0759577940880765,0,0.191944537833855,24,5,0.5,200,FALSE,FALSE,5000004
"m4",-0.765905400430993,-1,0.31323690080994,24,5,0.5,200,FALSE,FALSE,5000004
"p1",-0.252452501122998,-0.2,0.0838228925377489,48,10,0.5,200,FALSE,FALSE,5000004
"p2",0.0490864470406166,0,0.0562395471130749,48,10,0.5,200,FALSE,FALSE,5000004
"p3",0.00596586740369754,0,0.0558733048989226,48,10,0.5,200,FALSE,FALSE,5000004
"p4",-0.916729681740041,-1,0.079741247194158,48,10,0.5,200,FALSE,FALSE,5000004
"m1",-0.254982449729652,-0.2,0.0984219421478088,48,10,0.5,200,FALSE,FALSE,5000004
"m2",0.0340545827091148,0,0.0666928586773663,48,10,0.5,200,FALSE,FALSE,5000004
"m3",0.0448356175524357,0,0.0658280214177167,48,10,0.5,200,FALSE,FALSE,5000004
"m4",-1.05258869868837,-1,0.113587171821701,48,10,0.5,200,FALSE,FALSE,5000004
"p1",-0.414025890589165,-0.5,0.203432958816668,24,5,0.5,200,TRUE,TRUE,5000005
"p2",-0.0774414482094778,0,0.163621973860981,24,5,0.5,200,TRUE,TRUE,5000005
"p3",0.0988938575793016,0,0.158013382559568,24,5,0.5,200,TRUE,TRUE,5000005
"p4",-0.0688750248757127,0,0.226988566008738,24,5,0.5,200,TRUE,TRUE,5000005
"m1",-0.787753390429271,-0.5,0.26121406055063,24,5,0.5,200,TRUE,TRUE,5000005
"m2",0.338679612312414,0,0.199819084766765,24,5,0.5,200,TRUE,TRUE,5000005
"m3",-0.160262215271584,0,0.213599888687206,24,5,0.5,200,TRUE,TRUE,5000005
"m4",0.0514251762133647,0,0.29257968090646,24,5,0.5,200,TRUE,TRUE,5000005
"p1",-0.379092116477248,-0.5,0.0726814837770548,48,10,0.5,200,TRUE,TRUE,5000005
"p2",-0.0121185455627394,0,0.053735479780876,48,10,0.5,200,TRUE,TRUE,5000005
"p3",-0.0608555413868113,0,0.0532031210404056,48,10,0.5,200,TRUE,TRUE,5000005
"p4",-0.00364526177236132,0,0.0746920213483111,48,10,0.5,200,TRUE,TRUE,5000005
"m1",-0.369366942862515,-0.5,0.0891939930239069,48,10,0.5,200,TRUE,TRUE,5000005
"m2",-0.0508198052197985,0,0.0670376674330454,48,10,0.5,200,TRUE,TRUE,5000005
"m3",-0.0429805895740642,0,0.0654851112578024,48,10,0.5,200,TRUE,TRUE,5000005
"m4",-0.0140661643915807,0,0.092834895757283,48,10,0.5,200,TRUE,TRUE,5000005
"p1",-0.146611238309644,-0.2,0.214566566947772,24,5,0.5,200,FALSE,TRUE,5000005
"p2",0.00516128689474358,0,0.170419615777946,24,5,0.5,200,FALSE,TRUE,5000005
"p3",0.146828489816025,0,0.166486396481876,24,5,0.5,200,FALSE,TRUE,5000005
"p4",-1.35949999068184,-1,0.247046634696397,24,5,0.5,200,FALSE,TRUE,5000005
"m1",-0.434843240503175,-0.2,0.24930695934443,24,5,0.5,200,FALSE,TRUE,5000005
"m2",0.203707067412285,0,0.198987474048088,24,5,0.5,200,FALSE,TRUE,5000005
"m3",-0.0927735612436488,0,0.205266566667813,24,5,0.5,200,FALSE,TRUE,5000005
"m4",-0.954669831161421,-1,0.356078956257657,24,5,0.5,200,FALSE,TRUE,5000005
"p1",-0.0689074884031735,-0.2,0.0761044096186678,48,10,0.5,200,FALSE,TRUE,5000005
"p2",-0.00100997365003947,0,0.0558252227025303,48,10,0.5,200,FALSE,TRUE,5000005
"p3",-0.0991965353358131,0,0.055596633949087,48,10,0.5,200,FALSE,TRUE,5000005
"p4",-0.995572163245868,-1,0.0797904945619649,48,10,0.5,200,FALSE,TRUE,5000005
"m1",-0.106487410935265,-0.2,0.0866394880288151,48,10,0.5,200,FALSE,TRUE,5000005
"m2",-0.0568818006731901,0,0.0659528831723156,48,10,0.5,200,FALSE,TRUE,5000005
"m3",-0.00900907541963869,0,0.0642035112515615,48,10,0.5,200,FALSE,TRUE,5000005
"m4",-1.00908389942718,-1,0.111414085929494,48,10,0.5,200,FALSE,TRUE,5000005
"p1",-0.357602706339591,-0.2,0.255879548098108,24,5,0.5,200,FALSE,FALSE,5000005
"p2",0.00384304786488521,0,0.183252673663954,24,5,0.5,200,FALSE,FALSE,5000005
"p3",0.282139015822435,0,0.171029732853824,24,5,0.5,200,FALSE,FALSE,5000005
"p4",-1.17336902318943,-1,0.249667511025982,24,5,0.5,200,FALSE,FALSE,5000005
"m1",-0.15540176010267,-0.2,0.294330734948231,24,5,0.5,200,FALSE,FALSE,5000005
"m2",0.0110506288014013,0,0.208165199451025,24,5,0.5,200,FALSE,FALSE,5000005
"m3",-0.250473197323661,0,0.206249549473005,24,5,0.5,200,FALSE,FALSE,5000005
"m4",-0.590097082418082,-1,0.336560482161253,24,5,0.5,200,FALSE,FALSE,5000005
"p1",-0.142730629795734,-0.2,0.0803855772900709,48,10,0.5,200,FALSE,FALSE,5000005
"p2",-0.0102303155415682,0,0.0549508944771389,48,10,0.5,200,FALSE,FALSE,5000005
"p3",0.00810692643901557,0,0.0555867291993082,48,10,0.5,200,FALSE,FALSE,5000005
"p4",-1.02896414989616,-1,0.0806841328928572,48,10,0.5,200,FALSE,FALSE,5000005
"m1",-0.118888241570881,-0.2,0.0921219348817599,48,10,0.5,200,FALSE,FALSE,5000005
"m2",-0.0750269319690104,0,0.0636064707327764,48,10,0.5,200,FALSE,FALSE,5000005
"m3",0.019157543691995,0,0.0631847571629632,48,10,0.5,200,FALSE,FALSE,5000005
"m4",-1.05262191352203,-1,0.114891469984812,48,10,0.5,200,FALSE,FALSE,5000005
"p1",-0.617857567840113,-0.5,0.234829901193535,24,5,0.5,200,TRUE,TRUE,5000006
"p2",0.0104254959570921,0,0.168755616690348,24,5,0.5,200,TRUE,TRUE,5000006
"p3",-0.139123250924904,0,0.165006474352146,24,5,0.5,200,TRUE,TRUE,5000006
"p4",0.051283885058237,0,0.232203581593445,24,5,0.5,200,TRUE,TRUE,5000006
"m1",-0.0653795658568828,-0.5,0.288524239276513,24,5,0.5,200,TRUE,TRUE,5000006
"m2",-0.365955703909233,0,0.229479529684826,24,5,0.5,200,TRUE,TRUE,5000006
"m3",-0.164545702502018,0,0.212291321926004,24,5,0.5,200,TRUE,TRUE,5000006
"m4",-0.102310574993105,0,0.310643193851936,24,5,0.5,200,TRUE,TRUE,5000006
"p1",-0.524385245375212,-0.5,0.0730087997365475,48,10,0.5,200,TRUE,TRUE,5000006
"p2",0.0225377146732031,0,0.0540785091466435,48,10,0.5,200,TRUE,TRUE,5000006
"p3",-0.0098464775164571,0,0.0520938301968433,48,10,0.5,200,TRUE,TRUE,5000006
"p4",0.0225966821384293,0,0.0745555966913606,48,10,0.5,200,TRUE,TRUE,5000006
"m1",-0.55585910812587,-0.5,0.0951611268816873,48,10,0.5,200,TRUE,TRUE,5000006
"m2",0.0896003176257432,0,0.0683886381321293,48,10,0.5,200,TRUE,TRUE,5000006
"m3",0.0136876713241457,0,0.0677926341816995,48,10,0.5,200,TRUE,TRUE,5000006
"m4",-0.0373652897313209,0,0.0926840446166462,48,10,0.5,200,TRUE,TRUE,5000006
"p1",-0.314365715356491,-0.2,0.245162933847995,24,5,0.5,200,FALSE,TRUE,5000006
"p2",-0.0241422871906526,0,0.179090691830216,24,5,0.5,200,FALSE,TRUE,5000006
"p3",-0.0284233755539583,0,0.171141668552033,24,5,0.5,200,FALSE,TRUE,5000006
"p4",-1.04582410712428,-1,0.253000630402446,24,5,0.5,200,FALSE,TRUE,5000006
"m1",-0.0154947534050685,-0.2,0.277115797795637,24,5,0.5,200,FALSE,TRUE,5000006
"m2",0.011325728366036,0,0.210227791576835,24,5,0.5,200,FALSE,TRUE,5000006
"m3",-0.108956604773446,0,0.202755654906302,24,5,0.5,200,FALSE,TRUE,5000006
"m4",-1.0773079422381,-1,0.348897501122883,24,5,0.5,200,FALSE,TRUE,5000006
"p1",-0.181007122195897,-0.2,0.0759206452595258,48,10,0.5,200,FALSE,TRUE,5000006
"p2",0.0258512092427296,0,0.0563097977827646,48,10,0.5,200,FALSE,TRUE,5000006
"p3",-0.0111064666061776,0,0.0542053034143944,48,10,0.5,200,FALSE,TRUE,5000006
"p4",-1.1045473870182,-1,0.0803166062684447,48,10,0.5,200,FALSE,TRUE,5000006
"m1",-0.270541072772937,-0.2,0.0911958943217337,48,10,0.5,200,FALSE,TRUE,5000006
"m2",0.0708305056291646,0,0.066338131765155,48,10,0.5,200,FALSE,TRUE,5000006
"m3",0.0493479111869305,0,0.0655511138027955,48,10,0.5,200,FALSE,TRUE,5000006
"m4",-0.953287836763788,-1,0.108345083437966,48,10,0.5,200,FALSE,TRUE,5000006
"p1",-0.707411821227261,-0.2,0.223748279294658,24,5,0.5,200,FALSE,FALSE,5000006
"p2",0.145841553372665,0,0.156554473296269,24,5,0.5,200,FALSE,FALSE,5000006
"p3",0.258110163429822,0,0.158481775608944,24,5,0.5,200,FALSE,FALSE,5000006
"p4",-0.823573786234556,-1,0.235269274897327,24,5,0.5,200,FALSE,FALSE,5000006
"m1",-0.302286335088456,-0.2,0.292964137643508,24,5,0.5,200,FALSE,FALSE,5000006
"m2",0.215095493937918,0,0.199184599382328,24,5,0.5,200,FALSE,FALSE,5000006
"m3",-0.124925870919735,0,0.211984151756822,24,5,0.5,200,FALSE,FALSE,5000006
"m4",-0.788001704490132,-1,0.32947531276676,24,5,0.5,200,FALSE,FALSE,5000006
"p1",-0.204768253118589,-0.2,0.0748972361648474,48,10,0.5,200,FALSE,FALSE,5000006
"p2",0.0325386086962653,0,0.0539275446124878,48,10,0.5,200,FALSE,FALSE,5000006
"p3",0.0320473284821278,0,0.0544303665078995,48,10,0.5,200,FALSE,FALSE,5000006
"p4",-1.16755007306242,-1,0.0799088362590534,48,10,0.5,200,FALSE,FALSE,5000006
"m1",-0.025260078021861,-0.2,0.0867524416783911,48,10,0.5,200,FALSE,FALSE,5000006
"m2",-0.121656448102069,0,0.0636154830283863,48,10,0.5,200,FALSE,FALSE,5000006
"m3",-0.157863438275449,0,0.0650280203255793,48,10,0.5,200,FALSE,FALSE,5000006
